,Long,Lat,Width,Height,Goodness,geometry,id,LatMax,LongMax
0,-177,25,80,1,True,"Rectangle(xy=(-177, 25), width=80, height=1, angle=0)",0,26,-97
1,-97,25,16,1,True,"Rectangle(xy=(-97, 25), width=16, height=1, angle=0)",1,26,-81
2,-81,25,29,1,True,"Rectangle(xy=(-81, 25), width=29, height=1, angle=0)",2,26,-52
3,-177,26,79,1,True,"Rectangle(xy=(-177, 26), width=79, height=1, angle=0)",3,27,-98
4,-98,26,1,1,True,"Rectangle(xy=(-98, 26), width=1, height=1, angle=0)",4,27,-97
5,-97,26,15,1,True,"Rectangle(xy=(-97, 26), width=15, height=1, angle=0)",5,27,-82
6,-82,26,1,1,True,"Rectangle(xy=(-82, 26), width=1, height=1, angle=0)",6,27,-81
7,-81,26,29,1,True,"Rectangle(xy=(-81, 26), width=29, height=1, angle=0)",7,27,-52
8,-177,27,79,1,True,"Rectangle(xy=(-177, 27), width=79, height=1, angle=0)",8,28,-98
9,-98,27,1,1,True,"Rectangle(xy=(-98, 27), width=1, height=1, angle=0)",9,28,-97
10,-97,27,15,1,True,"Rectangle(xy=(-97, 27), width=15, height=1, angle=0)",10,28,-82
11,-82,27,1,1,True,"Rectangle(xy=(-82, 27), width=1, height=1, angle=0)",11,28,-81
12,-81,27,29,1,True,"Rectangle(xy=(-81, 27), width=29, height=1, angle=0)",12,28,-52
13,-177,28,78,1,True,"Rectangle(xy=(-177, 28), width=78, height=1, angle=0)",13,29,-99
14,-99,28,1,1,True,"Rectangle(xy=(-99, 28), width=1, height=1, angle=0)",14,29,-98
15,-98,28,1,1,True,"Rectangle(xy=(-98, 28), width=1, height=1, angle=0)",15,29,-97
16,-97,28,1,1,True,"Rectangle(xy=(-97, 28), width=1, height=1, angle=0)",16,29,-96
17,-96,28,1,1,True,"Rectangle(xy=(-96, 28), width=1, height=1, angle=0)",17,29,-95
18,-95,28,13,1,True,"Rectangle(xy=(-95, 28), width=13, height=1, angle=0)",18,29,-82
19,-82,28,1,1,True,"Rectangle(xy=(-82, 28), width=1, height=1, angle=0)",19,29,-81
20,-81,28,29,1,True,"Rectangle(xy=(-81, 28), width=29, height=1, angle=0)",20,29,-52
21,-177,29,78,1,True,"Rectangle(xy=(-177, 29), width=78, height=1, angle=0)",21,30,-99
22,-99,29,1,1,True,"Rectangle(xy=(-99, 29), width=1, height=1, angle=0)",22,30,-98
23,-98,29,1,1,True,"Rectangle(xy=(-98, 29), width=1, height=1, angle=0)",23,30,-97
24,-97,29,1,1,True,"Rectangle(xy=(-97, 29), width=1, height=1, angle=0)",24,30,-96
25,-96,29,1,1,True,"Rectangle(xy=(-96, 29), width=1, height=1, angle=0)",25,30,-95
26,-95,29,1,1,True,"Rectangle(xy=(-95, 29), width=1, height=1, angle=0)",26,30,-94
27,-94,29,12,1,True,"Rectangle(xy=(-94, 29), width=12, height=1, angle=0)",27,30,-82
28,-82,29,30,1,True,"Rectangle(xy=(-82, 29), width=30, height=1, angle=0)",28,30,-52
29,-177,30,74,1,True,"Rectangle(xy=(-177, 30), width=74, height=1, angle=0)",29,31,-103
30,-103,30,5,1,True,"Rectangle(xy=(-103, 30), width=5, height=1, angle=0)",30,31,-98
31,-98,30,1,1,True,"Rectangle(xy=(-98, 30), width=1, height=1, angle=0)",31,31,-97
32,-97,30,1,1,True,"Rectangle(xy=(-97, 30), width=1, height=1, angle=0)",32,31,-96
33,-96,30,2,1,True,"Rectangle(xy=(-96, 30), width=2, height=1, angle=0)",33,31,-94
34,-94,30,1,1,True,"Rectangle(xy=(-94, 30), width=1, height=1, angle=0)",34,31,-93
35,-93,30,5,1,True,"Rectangle(xy=(-93, 30), width=5, height=1, angle=0)",35,31,-88
36,-88,30,4,1,True,"Rectangle(xy=(-88, 30), width=4, height=1, angle=0)",36,31,-84
37,-84,30,1,1,True,"Rectangle(xy=(-84, 30), width=1, height=1, angle=0)",37,31,-83
38,-83,30,1,1,True,"Rectangle(xy=(-83, 30), width=1, height=1, angle=0)",38,31,-82
39,-82,30,30,1,True,"Rectangle(xy=(-82, 30), width=30, height=1, angle=0)",39,31,-52
40,-177,31,68,1,True,"Rectangle(xy=(-177, 31), width=68, height=1, angle=0)",40,32,-109
41,-109,31,2,1,True,"Rectangle(xy=(-109, 31), width=2, height=1, angle=0)",41,32,-107
42,-107,31,2,1,True,"Rectangle(xy=(-107, 31), width=2, height=1, angle=0)",42,32,-105
43,-105,31,4,1,True,"Rectangle(xy=(-105, 31), width=4, height=1, angle=0)",43,32,-101
44,-101,31,2,1,True,"Rectangle(xy=(-101, 31), width=2, height=1, angle=0)",44,32,-99
45,-99,31,2,1,True,"Rectangle(xy=(-99, 31), width=2, height=1, angle=0)",45,32,-97
46,-97,31,8,1,True,"Rectangle(xy=(-97, 31), width=8, height=1, angle=0)",46,32,-89
47,-89,31,5,1,True,"Rectangle(xy=(-89, 31), width=5, height=1, angle=0)",47,32,-84
48,-84,31,32,1,True,"Rectangle(xy=(-84, 31), width=32, height=1, angle=0)",48,32,-52
49,-177,32,65,1,True,"Rectangle(xy=(-177, 32), width=65, height=1, angle=0)",49,33,-112
50,-112,32,2,1,True,"Rectangle(xy=(-112, 32), width=2, height=1, angle=0)",50,33,-110
51,-110,32,1,1,True,"Rectangle(xy=(-110, 32), width=1, height=1, angle=0)",51,33,-109
52,-109,32,1,1,True,"Rectangle(xy=(-109, 32), width=1, height=1, angle=0)",52,33,-108
53,-108,32,1,1,True,"Rectangle(xy=(-108, 32), width=1, height=1, angle=0)",53,33,-107
54,-107,32,1,1,True,"Rectangle(xy=(-107, 32), width=1, height=1, angle=0)",54,33,-106
55,-106,32,2,1,True,"Rectangle(xy=(-106, 32), width=2, height=1, angle=0)",55,33,-104
56,-104,32,3,1,True,"Rectangle(xy=(-104, 32), width=3, height=1, angle=0)",56,33,-101
57,-101,32,1,1,True,"Rectangle(xy=(-101, 32), width=1, height=1, angle=0)",57,33,-100
58,-100,32,1,1,True,"Rectangle(xy=(-100, 32), width=1, height=1, angle=0)",58,33,-99
59,-99,32,1,1,True,"Rectangle(xy=(-99, 32), width=1, height=1, angle=0)",59,33,-98
60,-98,32,1,1,True,"Rectangle(xy=(-98, 32), width=1, height=1, angle=0)",60,33,-97
61,-97,32,8,1,True,"Rectangle(xy=(-97, 32), width=8, height=1, angle=0)",61,33,-89
62,-89,32,6,1,True,"Rectangle(xy=(-89, 32), width=6, height=1, angle=0)",62,33,-83
63,-83,32,31,1,True,"Rectangle(xy=(-83, 32), width=31, height=1, angle=0)",63,33,-52
64,-177,33,62,1,True,"Rectangle(xy=(-177, 33), width=62, height=1, angle=0)",64,34,-115
65,-115,33,1,1,True,"Rectangle(xy=(-115, 33), width=1, height=1, angle=0)",65,34,-114
66,-114,33,2,1,True,"Rectangle(xy=(-114, 33), width=2, height=1, angle=0)",66,34,-112
67,-112,33,4,1,True,"Rectangle(xy=(-112, 33), width=4, height=1, angle=0)",67,34,-108
68,-108,33,1,1,True,"Rectangle(xy=(-108, 33), width=1, height=1, angle=0)",68,34,-107
69,-107,33,1,1,True,"Rectangle(xy=(-107, 33), width=1, height=1, angle=0)",69,34,-106
70,-106,33,2,1,True,"Rectangle(xy=(-106, 33), width=2, height=1, angle=0)",70,34,-104
71,-104,33,2,1,True,"Rectangle(xy=(-104, 33), width=2, height=1, angle=0)",71,34,-102
72,-102,33,1,1,True,"Rectangle(xy=(-102, 33), width=1, height=1, angle=0)",72,34,-101
73,-101,33,2,1,True,"Rectangle(xy=(-101, 33), width=2, height=1, angle=0)",73,34,-99
74,-99,33,1,1,True,"Rectangle(xy=(-99, 33), width=1, height=1, angle=0)",74,34,-98
75,-98,33,2,1,True,"Rectangle(xy=(-98, 33), width=2, height=1, angle=0)",75,34,-96
76,-96,33,8,1,True,"Rectangle(xy=(-96, 33), width=8, height=1, angle=0)",76,34,-88
77,-88,33,4,1,True,"Rectangle(xy=(-88, 33), width=4, height=1, angle=0)",77,34,-84
78,-84,33,32,1,True,"Rectangle(xy=(-84, 33), width=32, height=1, angle=0)",78,34,-52
79,-177,34,67,1,True,"Rectangle(xy=(-177, 34), width=67, height=1, angle=0)",79,35,-110
80,-110,34,4,1,True,"Rectangle(xy=(-110, 34), width=4, height=1, angle=0)",80,35,-106
81,-106,34,3,1,True,"Rectangle(xy=(-106, 34), width=3, height=1, angle=0)",81,35,-103
82,-103,34,1,1,True,"Rectangle(xy=(-103, 34), width=1, height=1, angle=0)",82,35,-102
83,-102,34,1,1,True,"Rectangle(xy=(-102, 34), width=1, height=1, angle=0)",83,35,-101
84,-101,34,2,1,True,"Rectangle(xy=(-101, 34), width=2, height=1, angle=0)",84,35,-99
85,-99,34,1,1,True,"Rectangle(xy=(-99, 34), width=1, height=1, angle=0)",85,35,-98
86,-98,34,8,1,True,"Rectangle(xy=(-98, 34), width=8, height=1, angle=0)",86,35,-90
87,-90,34,4,1,True,"Rectangle(xy=(-90, 34), width=4, height=1, angle=0)",87,35,-86
88,-86,34,1,1,True,"Rectangle(xy=(-86, 34), width=1, height=1, angle=0)",88,35,-85
89,-85,34,1,1,True,"Rectangle(xy=(-85, 34), width=1, height=1, angle=0)",89,35,-84
90,-84,34,32,1,True,"Rectangle(xy=(-84, 34), width=32, height=1, angle=0)",90,35,-52
91,-177,35,58,1,True,"Rectangle(xy=(-177, 35), width=58, height=1, angle=0)",91,36,-119
92,-119,35,13,1,True,"Rectangle(xy=(-119, 35), width=13, height=1, angle=0)",92,36,-106
93,-106,35,1,1,True,"Rectangle(xy=(-106, 35), width=1, height=1, angle=0)",93,36,-105
94,-105,35,4,1,True,"Rectangle(xy=(-105, 35), width=4, height=1, angle=0)",94,36,-101
95,-101,35,3,1,True,"Rectangle(xy=(-101, 35), width=3, height=1, angle=0)",95,36,-98
96,-98,35,11,1,True,"Rectangle(xy=(-98, 35), width=11, height=1, angle=0)",96,36,-87
97,-87,35,1,1,True,"Rectangle(xy=(-87, 35), width=1, height=1, angle=0)",97,36,-86
98,-86,35,1,1,True,"Rectangle(xy=(-86, 35), width=1, height=1, angle=0)",98,36,-85
99,-85,35,1,1,True,"Rectangle(xy=(-85, 35), width=1, height=1, angle=0)",99,36,-84
100,-84,35,32,1,True,"Rectangle(xy=(-84, 35), width=32, height=1, angle=0)",100,36,-52
101,-177,36,64,1,True,"Rectangle(xy=(-177, 36), width=64, height=1, angle=0)",101,37,-113
102,-113,36,7,1,True,"Rectangle(xy=(-113, 36), width=7, height=1, angle=0)",102,37,-106
103,-106,36,2,1,True,"Rectangle(xy=(-106, 36), width=2, height=1, angle=0)",103,37,-104
104,-104,36,4,1,True,"Rectangle(xy=(-104, 36), width=4, height=1, angle=0)",104,37,-100
105,-100,36,1,1,True,"Rectangle(xy=(-100, 36), width=1, height=1, angle=0)",105,37,-99
106,-99,36,1,1,True,"Rectangle(xy=(-99, 36), width=1, height=1, angle=0)",106,37,-98
107,-98,36,10,1,True,"Rectangle(xy=(-98, 36), width=10, height=1, angle=0)",107,37,-88
108,-88,36,1,1,True,"Rectangle(xy=(-88, 36), width=1, height=1, angle=0)",108,37,-87
109,-87,36,1,1,True,"Rectangle(xy=(-87, 36), width=1, height=1, angle=0)",109,37,-86
110,-86,36,1,1,True,"Rectangle(xy=(-86, 36), width=1, height=1, angle=0)",110,37,-85
111,-85,36,2,1,True,"Rectangle(xy=(-85, 36), width=2, height=1, angle=0)",111,37,-83
112,-83,36,31,1,True,"Rectangle(xy=(-83, 36), width=31, height=1, angle=0)",112,37,-52
113,-177,37,56,1,True,"Rectangle(xy=(-177, 37), width=56, height=1, angle=0)",113,38,-121
114,-121,37,1,1,True,"Rectangle(xy=(-121, 37), width=1, height=1, angle=0)",114,38,-120
115,-120,37,12,1,True,"Rectangle(xy=(-120, 37), width=12, height=1, angle=0)",115,38,-108
116,-108,37,2,1,True,"Rectangle(xy=(-108, 37), width=2, height=1, angle=0)",116,38,-106
117,-106,37,1,1,True,"Rectangle(xy=(-106, 37), width=1, height=1, angle=0)",117,38,-105
118,-105,37,4,1,True,"Rectangle(xy=(-105, 37), width=4, height=1, angle=0)",118,38,-101
119,-101,37,2,1,True,"Rectangle(xy=(-101, 37), width=2, height=1, angle=0)",119,38,-99
120,-99,37,1,1,True,"Rectangle(xy=(-99, 37), width=1, height=1, angle=0)",120,38,-98
121,-98,37,11,1,True,"Rectangle(xy=(-98, 37), width=11, height=1, angle=0)",121,38,-87
122,-87,37,1,1,True,"Rectangle(xy=(-87, 37), width=1, height=1, angle=0)",122,38,-86
123,-86,37,1,1,True,"Rectangle(xy=(-86, 37), width=1, height=1, angle=0)",123,38,-85
124,-85,37,33,1,True,"Rectangle(xy=(-85, 37), width=33, height=1, angle=0)",124,38,-52
125,-177,38,55,1,True,"Rectangle(xy=(-177, 38), width=55, height=1, angle=0)",125,39,-122
126,-122,38,1,1,True,"Rectangle(xy=(-122, 38), width=1, height=1, angle=0)",126,39,-121
127,-121,38,2,1,True,"Rectangle(xy=(-121, 38), width=2, height=1, angle=0)",127,39,-119
128,-119,38,7,1,True,"Rectangle(xy=(-119, 38), width=7, height=1, angle=0)",128,39,-112
129,-112,38,1,1,True,"Rectangle(xy=(-112, 38), width=1, height=1, angle=0)",129,39,-111
130,-111,38,2,1,True,"Rectangle(xy=(-111, 38), width=2, height=1, angle=0)",130,39,-109
131,-109,38,1,1,True,"Rectangle(xy=(-109, 38), width=1, height=1, angle=0)",131,39,-108
132,-108,38,1,1,True,"Rectangle(xy=(-108, 38), width=1, height=1, angle=0)",132,39,-107
133,-107,38,1,1,True,"Rectangle(xy=(-107, 38), width=1, height=1, angle=0)",133,39,-106
134,-106,38,1,1,True,"Rectangle(xy=(-106, 38), width=1, height=1, angle=0)",134,39,-105
135,-105,38,1,1,True,"Rectangle(xy=(-105, 38), width=1, height=1, angle=0)",135,39,-104
136,-104,38,1,1,True,"Rectangle(xy=(-104, 38), width=1, height=1, angle=0)",136,39,-103
137,-103,38,1,1,True,"Rectangle(xy=(-103, 38), width=1, height=1, angle=0)",137,39,-102
138,-102,38,4,1,True,"Rectangle(xy=(-102, 38), width=4, height=1, angle=0)",138,39,-98
139,-98,38,8,1,True,"Rectangle(xy=(-98, 38), width=8, height=1, angle=0)",139,39,-90
140,-90,38,3,1,True,"Rectangle(xy=(-90, 38), width=3, height=1, angle=0)",140,39,-87
141,-87,38,1,1,True,"Rectangle(xy=(-87, 38), width=1, height=1, angle=0)",141,39,-86
142,-86,38,1,1,True,"Rectangle(xy=(-86, 38), width=1, height=1, angle=0)",142,39,-85
143,-85,38,7,1,True,"Rectangle(xy=(-85, 38), width=7, height=1, angle=0)",143,39,-78
144,-78,38,26,1,True,"Rectangle(xy=(-78, 38), width=26, height=1, angle=0)",144,39,-52
145,-177,39,55,1,True,"Rectangle(xy=(-177, 39), width=55, height=1, angle=0)",145,40,-122
146,-122,39,1,1,True,"Rectangle(xy=(-122, 39), width=1, height=1, angle=0)",146,40,-121
147,-121,39,1,1,True,"Rectangle(xy=(-121, 39), width=1, height=1, angle=0)",147,40,-120
148,-120,39,1,1,True,"Rectangle(xy=(-120, 39), width=1, height=1, angle=0)",148,40,-119
149,-119,39,8,1,True,"Rectangle(xy=(-119, 39), width=8, height=1, angle=0)",149,40,-111
150,-111,39,2,1,True,"Rectangle(xy=(-111, 39), width=2, height=1, angle=0)",150,40,-109
151,-109,39,1,1,True,"Rectangle(xy=(-109, 39), width=1, height=1, angle=0)",151,40,-108
152,-108,39,1,1,True,"Rectangle(xy=(-108, 39), width=1, height=1, angle=0)",152,40,-107
153,-107,39,2,1,True,"Rectangle(xy=(-107, 39), width=2, height=1, angle=0)",153,40,-105
154,-105,39,1,1,True,"Rectangle(xy=(-105, 39), width=1, height=1, angle=0)",154,40,-104
155,-104,39,4,1,True,"Rectangle(xy=(-104, 39), width=4, height=1, angle=0)",155,40,-100
156,-100,39,8,1,True,"Rectangle(xy=(-100, 39), width=8, height=1, angle=0)",156,40,-92
157,-92,39,2,1,True,"Rectangle(xy=(-92, 39), width=2, height=1, angle=0)",157,40,-90
158,-90,39,3,1,True,"Rectangle(xy=(-90, 39), width=3, height=1, angle=0)",158,40,-87
159,-87,39,1,1,True,"Rectangle(xy=(-87, 39), width=1, height=1, angle=0)",159,40,-86
160,-86,39,1,1,True,"Rectangle(xy=(-86, 39), width=1, height=1, angle=0)",160,40,-85
161,-85,39,1,1,True,"Rectangle(xy=(-85, 39), width=1, height=1, angle=0)",161,40,-84
162,-84,39,1,1,True,"Rectangle(xy=(-84, 39), width=1, height=1, angle=0)",162,40,-83
163,-83,39,1,1,True,"Rectangle(xy=(-83, 39), width=1, height=1, angle=0)",163,40,-82
164,-82,39,3,1,True,"Rectangle(xy=(-82, 39), width=3, height=1, angle=0)",164,40,-79
165,-79,39,2,1,True,"Rectangle(xy=(-79, 39), width=2, height=1, angle=0)",165,40,-77
166,-77,39,1,1,True,"Rectangle(xy=(-77, 39), width=1, height=1, angle=0)",166,40,-76
167,-76,39,24,1,True,"Rectangle(xy=(-76, 39), width=24, height=1, angle=0)",167,40,-52
168,-177,40,56,1,True,"Rectangle(xy=(-177, 40), width=56, height=1, angle=0)",168,41,-121
169,-121,40,1,1,True,"Rectangle(xy=(-121, 40), width=1, height=1, angle=0)",169,41,-120
170,-120,40,5,1,True,"Rectangle(xy=(-120, 40), width=5, height=1, angle=0)",170,41,-115
171,-115,40,3,1,True,"Rectangle(xy=(-115, 40), width=3, height=1, angle=0)",171,41,-112
172,-112,40,1,1,True,"Rectangle(xy=(-112, 40), width=1, height=1, angle=0)",172,41,-111
173,-111,40,1,1,True,"Rectangle(xy=(-111, 40), width=1, height=1, angle=0)",173,41,-110
174,-110,40,1,1,True,"Rectangle(xy=(-110, 40), width=1, height=1, angle=0)",174,41,-109
175,-109,40,2,1,True,"Rectangle(xy=(-109, 40), width=2, height=1, angle=0)",175,41,-107
176,-107,40,1,1,True,"Rectangle(xy=(-107, 40), width=1, height=1, angle=0)",176,41,-106
177,-106,40,1,1,True,"Rectangle(xy=(-106, 40), width=1, height=1, angle=0)",177,41,-105
178,-105,40,1,1,True,"Rectangle(xy=(-105, 40), width=1, height=1, angle=0)",178,41,-104
179,-104,40,2,1,True,"Rectangle(xy=(-104, 40), width=2, height=1, angle=0)",179,41,-102
180,-102,40,3,1,True,"Rectangle(xy=(-102, 40), width=3, height=1, angle=0)",180,41,-99
181,-99,40,1,1,True,"Rectangle(xy=(-99, 40), width=1, height=1, angle=0)",181,41,-98
182,-98,40,3,1,True,"Rectangle(xy=(-98, 40), width=3, height=1, angle=0)",182,41,-95
183,-95,40,8,1,True,"Rectangle(xy=(-95, 40), width=8, height=1, angle=0)",183,41,-87
184,-87,40,1,1,True,"Rectangle(xy=(-87, 40), width=1, height=1, angle=0)",184,41,-86
185,-86,40,1,1,True,"Rectangle(xy=(-86, 40), width=1, height=1, angle=0)",185,41,-85
186,-85,40,1,1,True,"Rectangle(xy=(-85, 40), width=1, height=1, angle=0)",186,41,-84
187,-84,40,1,1,True,"Rectangle(xy=(-84, 40), width=1, height=1, angle=0)",187,41,-83
